SID,DeviceID,ObservationTimestamp,LocalTimestamp,AirTemperature,BarometricPressure,RelativeHumidity
2024-11-17T13:49:21Z_18zua9muwbb,18zua9muwbb,11/17/2024 13:49,11/17/2024 21:49,23.56,1014.8,26.66
2024-11-17T14:05:06Z_18zua9muwbb,18zua9muwbb,11/17/2024 14:05,11/17/2024 22:05,23.53,1014.63,26.62
2024-11-17T14:20:28Z_18zua9muwbb,18zua9muwbb,11/17/2024 14:20,11/17/2024 22:20,23.37,1014.53,27.22
2024-11-17T14:35:50Z_18zua9muwbb,18zua9muwbb,11/17/2024 14:35,11/17/2024 22:35,23.11,1014.64,27.35
2024-11-17T14:51:12Z_18zua9muwbb,18zua9muwbb,11/17/2024 14:51,11/17/2024 22:51,22.85,1014.81,27.44
2024-11-17T15:06:35Z_18zua9muwbb,18zua9muwbb,11/17/2024 15:06,11/17/2024 23:06,22.59,1014.68,29.23
2024-11-17T15:21:57Z_18zua9muwbb,18zua9muwbb,11/17/2024 15:21,11/17/2024 23:21,22.23,1014.63,30.3
2024-11-17T15:37:20Z_18zua9muwbb,18zua9muwbb,11/17/2024 15:37,11/17/2024 23:37,21.78,1014.51,33.65
2024-11-17T15:52:42Z_18zua9muwbb,18zua9muwbb,11/17/2024 15:52,11/17/2024 23:52,21.51,1014.35,35.46
2024-11-17T16:08:04Z_18zua9muwbb,18zua9muwbb,11/17/2024 16:08,11/18/2024 0:08,21.17,1014.24,37.51
2024-11-17T16:23:27Z_18zua9muwbb,18zua9muwbb,11/17/2024 16:23,11/18/2024 0:23,20.75,1014.12,38.88
2024-11-17T16:38:53Z_18zua9muwbb,18zua9muwbb,11/17/2024 16:38,11/18/2024 0:38,20.26,1013.96,40.57
2024-11-17T16:54:18Z_18zua9muwbb,18zua9muwbb,11/17/2024 16:54,11/18/2024 0:54,19.96,1014.14,41.83
2024-11-17T17:09:40Z_18zua9muwbb,18zua9muwbb,11/17/2024 17:09,11/18/2024 1:09,19.65,1014.01,43.12
2024-11-17T17:25:02Z_18zua9muwbb,18zua9muwbb,11/17/2024 17:25,11/18/2024 1:25,19.26,1014.31,44.79
2024-11-17T17:40:24Z_18zua9muwbb,18zua9muwbb,11/17/2024 17:40,11/18/2024 1:40,18.8,1013.95,45.74
2024-11-17T17:55:46Z_18zua9muwbb,18zua9muwbb,11/17/2024 17:55,11/18/2024 1:55,18.52,1013.76,47.55
2024-11-17T18:11:08Z_18zua9muwbb,18zua9muwbb,11/17/2024 18:11,11/18/2024 2:11,18.21,1013.88,48.58
2024-11-17T18:26:31Z_18zua9muwbb,18zua9muwbb,11/17/2024 18:26,11/18/2024 2:26,17.9,1013.38,49
2024-11-17T18:41:53Z_18zua9muwbb,18zua9muwbb,11/17/2024 18:41,11/18/2024 2:41,17.62,1013.48,49.81
2024-11-17T18:57:15Z_18zua9muwbb,18zua9muwbb,11/17/2024 18:57,11/18/2024 2:57,17.45,1013.72,50.94
2024-11-17T19:12:37Z_18zua9muwbb,18zua9muwbb,11/17/2024 19:12,11/18/2024 3:12,17.25,1013.72,52.05
2024-11-17T19:27:59Z_18zua9muwbb,18zua9muwbb,11/17/2024 19:27,11/18/2024 3:27,17.04,1013.6,52
2024-11-17T19:43:36Z_18zua9muwbb,18zua9muwbb,11/17/2024 19:43,11/18/2024 3:43,16.75,1013.46,53.46
2024-11-17T19:58:59Z_18zua9muwbb,18zua9muwbb,11/17/2024 19:58,11/18/2024 3:58,16.55,1013.66,54.48
2024-11-17T20:14:24Z_18zua9muwbb,18zua9muwbb,11/17/2024 20:14,11/18/2024 4:14,16.55,1013.69,54.94
2024-11-17T20:29:58Z_18zua9muwbb,18zua9muwbb,11/17/2024 20:29,11/18/2024 4:29,16.37,1013.92,55.03
2024-11-17T20:45:29Z_18zua9muwbb,18zua9muwbb,11/17/2024 20:45,11/18/2024 4:45,16.39,1014.12,54.93
2024-11-17T21:00:52Z_18zua9muwbb,18zua9muwbb,11/17/2024 21:00,11/18/2024 5:00,16.46,1014.24,55.13
2024-11-17T21:16:14Z_18zua9muwbb,18zua9muwbb,11/17/2024 21:16,11/18/2024 5:16,16.48,1014.6,54.85
2024-11-17T21:31:46Z_18zua9muwbb,18zua9muwbb,11/17/2024 21:31,11/18/2024 5:31,16.45,1014.42,56.17
2024-11-17T21:47:09Z_18zua9muwbb,18zua9muwbb,11/17/2024 21:47,11/18/2024 5:47,16.54,1014.45,55.6
2024-11-17T22:02:31Z_18zua9muwbb,18zua9muwbb,11/17/2024 22:02,11/18/2024 6:02,16.6,1014.48,55.59
2024-11-17T22:18:04Z_18zua9muwbb,18zua9muwbb,11/17/2024 22:18,11/18/2024 6:18,16.78,1014.32,55.85
2024-11-17T22:33:27Z_18zua9muwbb,18zua9muwbb,11/17/2024 22:33,11/18/2024 6:33,17.06,1014.16,55.07
2024-11-17T22:48:49Z_18zua9muwbb,18zua9muwbb,11/17/2024 22:48,11/18/2024 6:48,17.35,1014.11,53.07
2024-11-17T23:04:11Z_18zua9muwbb,18zua9muwbb,11/17/2024 23:04,11/18/2024 7:04,17.81,1013.94,53.36
2024-11-17T23:19:33Z_18zua9muwbb,18zua9muwbb,11/17/2024 23:19,11/18/2024 7:19,18.2,1013.93,52.08
2024-11-17T23:34:55Z_18zua9muwbb,18zua9muwbb,11/17/2024 23:34,11/18/2024 7:34,18.73,1013.79,51.24
2024-11-17T23:50:40Z_18zua9muwbb,18zua9muwbb,11/17/2024 23:50,11/18/2024 7:50,19.67,1013.83,48.75
2024-11-18T00:06:02Z_18zua9muwbb,18zua9muwbb,11/18/2024 0:06,11/18/2024 8:06,20.6,1013.72,46.71
2024-11-18T00:21:24Z_18zua9muwbb,18zua9muwbb,11/18/2024 0:21,11/18/2024 8:21,21.4,1013.62,44.6
2024-11-18T00:37:00Z_18zua9muwbb,18zua9muwbb,11/18/2024 0:37,11/18/2024 8:37,22.31,1013.71,42.94
2024-11-18T00:52:22Z_18zua9muwbb,18zua9muwbb,11/18/2024 0:52,11/18/2024 8:52,23.5,1013.3,41.42
2024-11-18T01:07:54Z_18zua9muwbb,18zua9muwbb,11/18/2024 1:07,11/18/2024 9:07,24.79,1012.99,39.24
2024-11-18T01:23:22Z_18zua9muwbb,18zua9muwbb,11/18/2024 1:23,11/18/2024 9:23,25.53,1012.96,38.57
2024-11-18T01:38:54Z_18zua9muwbb,18zua9muwbb,11/18/2024 1:38,11/18/2024 9:38,25.88,1012.86,37.2
2024-11-18T02:30:01Z_18zua9muwbb,18zua9muwbb,11/18/2024 2:30,11/18/2024 10:30,26.86,1012.21,36.74
2024-11-18T03:01:17Z_18zua9muwbb,18zua9muwbb,11/18/2024 3:01,11/18/2024 11:01,28.18,1011.85,34.33
2024-11-18T03:32:23Z_18zua9muwbb,18zua9muwbb,11/18/2024 3:32,11/18/2024 11:32,29.02,1011.5,34.04
2024-11-18T03:47:58Z_18zua9muwbb,18zua9muwbb,11/18/2024 3:47,11/18/2024 11:47,29.37,1011.61,33.36
2024-11-18T04:03:50Z_18zua9muwbb,18zua9muwbb,11/18/2024 4:03,11/18/2024 12:03,29.84,1011.41,32.62
2024-11-18T04:19:33Z_18zua9muwbb,18zua9muwbb,11/18/2024 4:19,11/18/2024 12:19,30.2,1011.1,32.67
2024-11-18T04:34:56Z_18zua9muwbb,18zua9muwbb,11/18/2024 4:34,11/18/2024 12:34,30.46,1010.78,31.95
2024-11-18T04:50:38Z_18zua9muwbb,18zua9muwbb,11/18/2024 4:50,11/18/2024 12:50,30.98,1010.56,31.24
2024-11-18T05:06:29Z_18zua9muwbb,18zua9muwbb,11/18/2024 5:06,11/18/2024 13:06,31.29,1010.25,31.29
2024-11-18T05:22:01Z_18zua9muwbb,18zua9muwbb,11/18/2024 5:22,11/18/2024 13:22,31.5,1009.96,30.55
2024-11-18T05:37:46Z_18zua9muwbb,18zua9muwbb,11/18/2024 5:37,11/18/2024 13:37,31.88,1009.46,30.27
2024-11-18T05:53:08Z_18zua9muwbb,18zua9muwbb,11/18/2024 5:53,11/18/2024 13:53,32.25,1009.16,30.69
2024-11-18T06:09:02Z_18zua9muwbb,18zua9muwbb,11/18/2024 6:09,11/18/2024 14:09,32.59,1009.03,28.43
2024-11-18T06:24:34Z_18zua9muwbb,18zua9muwbb,11/18/2024 6:24,11/18/2024 14:24,33.02,1008.87,29.32
2024-11-18T06:39:58Z_18zua9muwbb,18zua9muwbb,11/18/2024 6:39,11/18/2024 14:39,33,1008.8,27.56
2024-11-18T06:55:20Z_18zua9muwbb,18zua9muwbb,11/18/2024 6:55,11/18/2024 14:55,32.68,1008.47,28.07
2024-11-18T07:10:43Z_18zua9muwbb,18zua9muwbb,11/18/2024 7:10,11/18/2024 15:10,32.72,1008.21,28.33
2024-11-18T07:26:17Z_18zua9muwbb,18zua9muwbb,11/18/2024 7:26,11/18/2024 15:26,32.93,1007.98,28.77
2024-11-18T07:41:51Z_18zua9muwbb,18zua9muwbb,11/18/2024 7:41,11/18/2024 15:41,32.95,1007.81,27.98
2024-11-18T07:57:23Z_18zua9muwbb,18zua9muwbb,11/18/2024 7:57,11/18/2024 15:57,32.97,1007.82,27.76
2024-11-18T08:12:49Z_18zua9muwbb,18zua9muwbb,11/18/2024 8:12,11/18/2024 16:12,32.63,1007.59,27.99
2024-11-18T08:28:11Z_18zua9muwbb,18zua9muwbb,11/18/2024 8:28,11/18/2024 16:28,32.45,1007.47,28.08
2024-11-18T08:43:46Z_18zua9muwbb,18zua9muwbb,11/18/2024 8:43,11/18/2024 16:43,32.38,1007.47,28.26
2024-11-18T08:59:18Z_18zua9muwbb,18zua9muwbb,11/18/2024 8:59,11/18/2024 16:59,32.18,1007.45,27.84
2024-11-18T09:14:40Z_18zua9muwbb,18zua9muwbb,11/18/2024 9:14,11/18/2024 17:14,32,1007.65,29.08
2024-11-18T09:30:15Z_18zua9muwbb,18zua9muwbb,11/18/2024 9:30,11/18/2024 17:30,31.76,1007.77,29.42
2024-11-18T09:45:46Z_18zua9muwbb,18zua9muwbb,11/18/2024 9:45,11/18/2024 17:45,31.51,1008.31,29.05
2024-11-18T10:01:09Z_18zua9muwbb,18zua9muwbb,11/18/2024 10:01,11/18/2024 18:01,31.28,1009.19,29.51
2024-11-18T10:16:31Z_18zua9muwbb,18zua9muwbb,11/18/2024 10:16,11/18/2024 18:16,30.39,1010.26,40.61
2024-11-18T10:31:55Z_18zua9muwbb,18zua9muwbb,11/18/2024 10:31,11/18/2024 18:31,28.76,1010.85,50.27
2024-11-18T10:47:17Z_18zua9muwbb,18zua9muwbb,11/18/2024 10:47,11/18/2024 18:47,27.62,1010.4,58.87
2024-10-18T00:07:54Z_2hq3byfebne,2hq3byfebne,10/18/2024 0:07,10/18/2024 8:07,22.8799991607666,1017.728906,100
2024-10-18T00:23:22Z_2hq3byfebne,2hq3byfebne,10/18/2024 0:23,10/18/2024 8:23,21.989999771118164,1017.754844,100
2024-10-18T00:38:50Z_2hq3byfebne,2hq3byfebne,10/18/2024 0:38,10/18/2024 8:38,24.719999313354492,1018.012813,87.43457031
2024-10-18T00:54:23Z_2hq3byfebne,2hq3byfebne,10/18/2024 0:54,10/18/2024 8:54,24.719999313354492,1018.199688,86.13964844
2024-10-18T01:09:46Z_2hq3byfebne,2hq3byfebne,10/18/2024 1:09,10/18/2024 9:09,26.399999618530273,1018.091719,66.98925781
2024-10-18T01:25:14Z_2hq3byfebne,2hq3byfebne,10/18/2024 1:25,10/18/2024 9:25,30.020000457763672,1017.999531,47.42089844
2024-10-18T01:40:41Z_2hq3byfebne,2hq3byfebne,10/18/2024 1:40,10/18/2024 9:40,28.799999237060547,1018.0275,58.609375
2024-10-18T01:56:10Z_2hq3byfebne,2hq3byfebne,10/18/2024 1:56,10/18/2024 9:56,27.670000076293945,1018.073438,64.65527344
2024-10-18T02:11:38Z_2hq3byfebne,2hq3byfebne,10/18/2024 2:11,10/18/2024 10:11,27.1299991607666,1018.018359,71.09082031
2024-10-18T02:27:06Z_2hq3byfebne,2hq3byfebne,10/18/2024 2:27,10/18/2024 10:27,26.700000762939453,1018.110938,75.09472656
2024-10-18T02:42:34Z_2hq3byfebne,2hq3byfebne,10/18/2024 2:42,10/18/2024 10:42,25.3799991607666,1018.053281,90.92285156
2024-10-18T02:58:02Z_2hq3byfebne,2hq3byfebne,10/18/2024 2:58,10/18/2024 10:58,25.290000915527344,1017.965703,90.0390625
2024-10-18T03:13:30Z_2hq3byfebne,2hq3byfebne,10/18/2024 3:13,10/18/2024 11:13,26.639999389648438,1017.808594,79.24511719
2024-10-18T03:28:58Z_2hq3byfebne,2hq3byfebne,10/18/2024 3:28,10/18/2024 11:28,28.020000457763672,1017.616094,62.04589844
2024-10-18T03:44:26Z_2hq3byfebne,2hq3byfebne,10/18/2024 3:44,10/18/2024 11:44,28.260000228881836,1017.5725,59.99121094
2024-10-18T03:59:59Z_2hq3byfebne,2hq3byfebne,10/18/2024 3:59,10/18/2024 11:59,26.81999969482422,1017.5275,72.98242188
2024-10-18T04:15:27Z_2hq3byfebne,2hq3byfebne,10/18/2024 4:15,10/18/2024 12:15,26.649999618530273,1017.398281,78.14648438
2024-10-18T04:30:50Z_2hq3byfebne,2hq3byfebne,10/18/2024 4:30,10/18/2024 12:30,26.68000030517578,1017.46,82.49902344
2024-10-18T04:46:23Z_2hq3byfebne,2hq3byfebne,10/18/2024 4:46,10/18/2024 12:46,25.25,1017.503906,96.93945313
2024-10-18T05:01:46Z_2hq3byfebne,2hq3byfebne,10/18/2024 5:01,10/18/2024 13:01,27.360000610351562,1017.440391,74.18554688
2024-10-18T05:17:19Z_2hq3byfebne,2hq3byfebne,10/18/2024 5:17,10/18/2024 13:17,24.850000381469727,1017.405547,94.046875
2024-10-18T05:32:42Z_2hq3byfebne,2hq3byfebne,10/18/2024 5:32,10/18/2024 13:32,24.90999984741211,1017.235781,90.68359375
2024-10-18T05:48:10Z_2hq3byfebne,2hq3byfebne,10/18/2024 5:48,10/18/2024 13:48,24.200000762939453,1017.231094,100
2024-10-18T06:03:38Z_2hq3byfebne,2hq3byfebne,10/18/2024 6:03,10/18/2024 14:03,23.15999984741211,1017.060391,100
2024-10-18T06:19:06Z_2hq3byfebne,2hq3byfebne,10/18/2024 6:19,10/18/2024 14:19,22.799999237060547,1017.118281,100
2024-10-18T06:34:34Z_2hq3byfebne,2hq3byfebne,10/18/2024 6:34,10/18/2024 14:34,23.270000457763672,1016.917031,100
2024-10-18T06:50:02Z_2hq3byfebne,2hq3byfebne,10/18/2024 6:50,10/18/2024 14:50,23.030000686645508,1016.928906,100
2024-10-18T07:05:30Z_2hq3byfebne,2hq3byfebne,10/18/2024 7:05,10/18/2024 15:05,22.260000228881836,1016.866641,100
2024-10-18T07:20:57Z_2hq3byfebne,2hq3byfebne,10/18/2024 7:20,10/18/2024 15:20,21.25,1016.803906,100
2024-10-18T07:36:26Z_2hq3byfebne,2hq3byfebne,10/18/2024 7:36,10/18/2024 15:36,21.280000686645508,1016.706328,100
2024-10-18T07:51:54Z_2hq3byfebne,2hq3byfebne,10/18/2024 7:51,10/18/2024 15:51,20.809999465942383,1017.115234,100
2024-10-18T08:07:22Z_2hq3byfebne,2hq3byfebne,10/18/2024 8:07,10/18/2024 16:07,20.81999969482422,1017.044609,100
2024-10-18T08:22:49Z_2hq3byfebne,2hq3byfebne,10/18/2024 8:22,10/18/2024 16:22,20.920000076293945,1017.12375,100
2024-10-18T08:38:20Z_2hq3byfebne,2hq3byfebne,10/18/2024 8:38,10/18/2024 16:38,20.600000381469727,1017.124844,100
2024-10-18T08:53:45Z_2hq3byfebne,2hq3byfebne,10/18/2024 8:53,10/18/2024 16:53,20.270000457763672,1017.054922,100
2024-10-18T09:09:14Z_2hq3byfebne,2hq3byfebne,10/18/2024 9:09,10/18/2024 17:09,20.040000915527344,1017.266797,100
2024-10-18T09:24:47Z_2hq3byfebne,2hq3byfebne,10/18/2024 9:24,10/18/2024 17:24,19.06999969482422,1017.388203,100
2024-10-18T09:40:10Z_2hq3byfebne,2hq3byfebne,10/18/2024 9:40,10/18/2024 17:40,18.8700008392334,1017.298984,100
2024-10-18T09:55:37Z_2hq3byfebne,2hq3byfebne,10/18/2024 9:55,10/18/2024 17:55,18.479999542236328,1017.482031,100
2024-10-18T10:11:05Z_2hq3byfebne,2hq3byfebne,10/18/2024 10:11,10/18/2024 18:11,17.809999465942383,1017.432344,100
2024-10-18T10:26:34Z_2hq3byfebne,2hq3byfebne,10/18/2024 10:26,10/18/2024 18:26,17.309999465942383,1017.452969,100
2024-10-18T10:42:01Z_2hq3byfebne,2hq3byfebne,10/18/2024 10:42,10/18/2024 18:42,16.6299991607666,1017.453125,100
2024-10-18T10:57:29Z_2hq3byfebne,2hq3byfebne,10/18/2024 10:57,10/18/2024 18:57,16.989999771118164,1017.475781,100
2024-10-18T11:12:57Z_2hq3byfebne,2hq3byfebne,10/18/2024 11:12,10/18/2024 19:12,17.940000534057617,1017.407031,100
2024-10-18T11:28:25Z_2hq3byfebne,2hq3byfebne,10/18/2024 11:28,10/18/2024 19:28,16.809999465942383,1017.56125,100
2024-10-18T11:43:53Z_2hq3byfebne,2hq3byfebne,10/18/2024 11:43,10/18/2024 19:43,15.789999961853027,1017.676406,100
2024-10-18T11:59:21Z_2hq3byfebne,2hq3byfebne,10/18/2024 11:59,10/18/2024 19:59,15.109999656677246,1017.785156,100
2024-10-18T12:14:50Z_2hq3byfebne,2hq3byfebne,10/18/2024 12:14,10/18/2024 20:14,14.829999923706055,1017.788281,100
2024-10-18T12:30:18Z_2hq3byfebne,2hq3byfebne,10/18/2024 12:30,10/18/2024 20:30,15.279999732971191,1017.7625,100
2024-10-18T12:45:45Z_2hq3byfebne,2hq3byfebne,10/18/2024 12:45,10/18/2024 20:45,14.989999771118164,1017.966406,100
2024-10-18T13:01:14Z_2hq3byfebne,2hq3byfebne,10/18/2024 13:01,10/18/2024 21:01,14.949999809265137,1017.922031,100
2024-10-18T13:16:41Z_2hq3byfebne,2hq3byfebne,10/18/2024 13:16,10/18/2024 21:16,14.720000267028809,1017.951563,100
2024-10-18T13:32:15Z_2hq3byfebne,2hq3byfebne,10/18/2024 13:32,10/18/2024 21:32,14.460000038146973,1017.718281,100
2024-10-18T13:47:37Z_2hq3byfebne,2hq3byfebne,10/18/2024 13:47,10/18/2024 21:47,14.399999618530273,1017.612344,100
2024-10-18T14:03:06Z_2hq3byfebne,2hq3byfebne,10/18/2024 14:03,10/18/2024 22:03,15.170000076293945,1017.611563,100
2024-10-18T14:18:33Z_2hq3byfebne,2hq3byfebne,10/18/2024 14:18,10/18/2024 22:18,14.100000381469727,1017.438594,100
2024-10-18T14:34:02Z_2hq3byfebne,2hq3byfebne,10/18/2024 14:34,10/18/2024 22:34,14.329999923706055,1017.347734,100
2024-10-18T14:49:29Z_2hq3byfebne,2hq3byfebne,10/18/2024 14:49,10/18/2024 22:49,14.989999771118164,1017.117422,100
2024-10-18T15:04:57Z_2hq3byfebne,2hq3byfebne,10/18/2024 15:04,10/18/2024 23:04,15.170000076293945,1016.910391,100
2024-10-18T15:20:26Z_2hq3byfebne,2hq3byfebne,10/18/2024 15:20,10/18/2024 23:20,14.3100004196167,1016.95375,100
2024-10-18T15:35:54Z_2hq3byfebne,2hq3byfebne,10/18/2024 15:35,10/18/2024 23:35,15.270000457763672,1016.860156,100
2024-10-18T15:51:21Z_2hq3byfebne,2hq3byfebne,10/18/2024 15:51,10/18/2024 23:51,15.619999885559082,1016.700313,100
2024-10-18T16:06:50Z_2hq3byfebne,2hq3byfebne,10/18/2024 16:06,10/19/2024 0:06,15.180000305175781,1016.586719,100
2024-10-18T16:22:18Z_2hq3byfebne,2hq3byfebne,10/18/2024 16:22,10/19/2024 0:22,15.600000381469727,1016.454531,100
2024-10-18T16:37:45Z_2hq3byfebne,2hq3byfebne,10/18/2024 16:37,10/19/2024 0:37,15.270000457763672,1016.483516,100
2024-10-18T16:53:13Z_2hq3byfebne,2hq3byfebne,10/18/2024 16:53,10/19/2024 0:53,14.489999771118164,1016.441719,100
2024-10-18T17:08:43Z_2hq3byfebne,2hq3byfebne,10/18/2024 17:08,10/19/2024 1:08,14.760000228881836,1016.298281,100
2024-10-18T17:24:09Z_2hq3byfebne,2hq3byfebne,10/18/2024 17:24,10/19/2024 1:24,15.069999694824219,1015.883594,100
2024-10-18T17:39:37Z_2hq3byfebne,2hq3byfebne,10/18/2024 17:39,10/19/2024 1:39,14.289999961853027,1016.130781,100
2024-10-18T17:55:05Z_2hq3byfebne,2hq3byfebne,10/18/2024 17:55,10/19/2024 1:55,14.09000015258789,1016.00375,100
2024-10-18T18:10:39Z_2hq3byfebne,2hq3byfebne,10/18/2024 18:10,10/19/2024 2:10,14.390000343322754,1015.748281,100
2024-10-18T18:26:01Z_2hq3byfebne,2hq3byfebne,10/18/2024 18:26,10/19/2024 2:26,14.359999656677246,1015.6425,100
2024-10-18T18:41:29Z_2hq3byfebne,2hq3byfebne,10/18/2024 18:41,10/19/2024 2:41,13.649999618530273,1015.714219,100
2024-10-18T18:56:57Z_2hq3byfebne,2hq3byfebne,10/18/2024 18:56,10/19/2024 2:56,14.25,1015.622422,100
2024-10-18T19:12:25Z_2hq3byfebne,2hq3byfebne,10/18/2024 19:12,10/19/2024 3:12,13.520000457763672,1015.535781,100
2024-10-18T19:27:53Z_2hq3byfebne,2hq3byfebne,10/18/2024 19:27,10/19/2024 3:27,13.34000015258789,1015.453438,100
2024-10-18T19:43:21Z_2hq3byfebne,2hq3byfebne,10/18/2024 19:43,10/19/2024 3:43,13.680000305175781,1015.679688,100
2024-10-18T19:58:49Z_2hq3byfebne,2hq3byfebne,10/18/2024 19:58,10/19/2024 3:58,13.710000038146973,1015.627813,100
2024-10-18T20:14:23Z_2hq3byfebne,2hq3byfebne,10/18/2024 20:14,10/19/2024 4:14,13.989999771118164,1015.783281,100
2024-10-18T20:29:45Z_2hq3byfebne,2hq3byfebne,10/18/2024 20:29,10/19/2024 4:29,14.550000190734863,1015.313984,100
2024-10-18T20:45:13Z_2hq3byfebne,2hq3byfebne,10/18/2024 20:45,10/19/2024 4:45,14.670000076293945,1015.675234,100
2024-10-18T21:00:41Z_2hq3byfebne,2hq3byfebne,10/18/2024 21:00,10/19/2024 5:00,14.789999961853027,1015.616094,100
2024-10-18T21:16:09Z_2hq3byfebne,2hq3byfebne,10/18/2024 21:16,10/19/2024 5:16,15.029999732971191,1015.620703,100
2024-10-18T21:31:37Z_2hq3byfebne,2hq3byfebne,10/18/2024 21:31,10/19/2024 5:31,14.819999694824219,1015.625469,100
2024-10-18T21:47:05Z_2hq3byfebne,2hq3byfebne,10/18/2024 21:47,10/19/2024 5:47,14.15999984741211,1015.637969,100
2024-10-18T22:02:33Z_2hq3byfebne,2hq3byfebne,10/18/2024 22:02,10/19/2024 6:02,14.930000305175781,1016.047734,100
2024-10-18T22:18:01Z_2hq3byfebne,2hq3byfebne,10/18/2024 22:18,10/19/2024 6:18,17.40999984741211,1015.915781,100
2024-10-18T22:33:30Z_2hq3byfebne,2hq3byfebne,10/18/2024 22:33,10/19/2024 6:33,19.770000457763672,1016.2075,100
2024-10-18T22:49:03Z_2hq3byfebne,2hq3byfebne,10/18/2024 22:49,10/19/2024 6:49,20.790000915527344,1016.125313,100
2024-10-18T23:04:25Z_2hq3byfebne,2hq3byfebne,10/18/2024 23:04,10/19/2024 7:04,23.6299991607666,1016.405313,100
2024-10-18T23:19:53Z_2hq3byfebne,2hq3byfebne,10/18/2024 23:19,10/19/2024 7:19,22.729999542236328,1016.054688,100
2024-10-18T23:35:21Z_2hq3byfebne,2hq3byfebne,10/18/2024 23:35,10/19/2024 7:35,24.010000228881836,1016.531875,100
2024-10-18T23:50:49Z_2hq3byfebne,2hq3byfebne,10/18/2024 23:50,10/19/2024 7:50,26.920000076293945,1016.507344,99.62597656
2024-10-19T00:06:17Z_2hq3byfebne,2hq3byfebne,10/19/2024 0:06,10/19/2024 8:06,25.639999389648438,1016.390625,100
2024-10-19T00:21:45Z_2hq3byfebne,2hq3byfebne,10/19/2024 0:21,10/19/2024 8:21,24.520000457763672,1016.290938,100
2024-10-19T00:37:13Z_2hq3byfebne,2hq3byfebne,10/19/2024 0:37,10/19/2024 8:37,25.729999542236328,1016.192031,100
2024-10-19T00:52:41Z_2hq3byfebne,2hq3byfebne,10/19/2024 0:52,10/19/2024 8:52,29.190000534057617,1016.185625,87.16015625
2024-10-19T01:08:15Z_2hq3byfebne,2hq3byfebne,10/19/2024 1:08,10/19/2024 9:08,30.270000457763672,1016.364141,78.9921875
2024-10-19T01:23:37Z_2hq3byfebne,2hq3byfebne,10/19/2024 1:23,10/19/2024 9:23,31.079999923706055,1016.316875,67.03417969
2024-10-19T01:39:06Z_2hq3byfebne,2hq3byfebne,10/19/2024 1:39,10/19/2024 9:39,33.22999954223633,1015.996563,48.62597656
2024-10-19T01:54:33Z_2hq3byfebne,2hq3byfebne,10/19/2024 1:54,10/19/2024 9:54,30.59000015258789,1016.079531,70.78710938
2024-10-19T02:10:02Z_2hq3byfebne,2hq3byfebne,10/19/2024 2:10,10/19/2024 10:10,31.149999618530273,1016.071094,57.61035156
2024-10-19T02:25:29Z_2hq3byfebne,2hq3byfebne,10/19/2024 2:25,10/19/2024 10:25,32.20000076293945,1015.900156,46.35253906
2024-10-19T02:40:58Z_2hq3byfebne,2hq3byfebne,10/19/2024 2:40,10/19/2024 10:40,32.09000015258789,1015.654375,47.77539063
2024-10-19T02:56:26Z_2hq3byfebne,2hq3byfebne,10/19/2024 2:56,10/19/2024 10:56,29.399999618530273,1015.783281,64.3984375
2024-10-19T03:11:54Z_2hq3byfebne,2hq3byfebne,10/19/2024 3:11,10/19/2024 11:11,30.280000686645508,1015.627344,60.43847656
2024-10-19T03:27:22Z_2hq3byfebne,2hq3byfebne,10/19/2024 3:27,10/19/2024 11:27,29.309999465942383,1015.481094,84.82226563
2024-10-19T03:42:50Z_2hq3byfebne,2hq3byfebne,10/19/2024 3:42,10/19/2024 11:42,25.15999984741211,1015.600625,100
2024-10-19T03:58:18Z_2hq3byfebne,2hq3byfebne,10/19/2024 3:58,10/19/2024 11:58,26.90999984741211,1015.418594,100
2024-10-19T04:13:51Z_2hq3byfebne,2hq3byfebne,10/19/2024 4:13,10/19/2024 12:13,25.209999084472656,1015.528516,100
2024-10-19T04:29:14Z_2hq3byfebne,2hq3byfebne,10/19/2024 4:29,10/19/2024 12:29,26.059999465942383,1015.319219,100
2024-10-19T04:44:47Z_2hq3byfebne,2hq3byfebne,10/19/2024 4:44,10/19/2024 12:44,26.639999389648438,1015.337266,100
2024-10-19T05:00:10Z_2hq3byfebne,2hq3byfebne,10/19/2024 5:00,10/19/2024 13:00,23.959999084472656,1015.093984,100
2024-10-19T05:15:38Z_2hq3byfebne,2hq3byfebne,10/19/2024 5:15,10/19/2024 13:15,24.329999923706055,1015.077422,100
2024-10-19T05:31:06Z_2hq3byfebne,2hq3byfebne,10/19/2024 5:31,10/19/2024 13:31,25.100000381469727,1014.979297,100
2024-10-19T05:46:34Z_2hq3byfebne,2hq3byfebne,10/19/2024 5:46,10/19/2024 13:46,25.510000228881836,1015.057813,100
2024-10-19T06:02:02Z_2hq3byfebne,2hq3byfebne,10/19/2024 6:02,10/19/2024 14:02,24.25,1014.66125,100
2024-10-19T06:17:30Z_2hq3byfebne,2hq3byfebne,10/19/2024 6:17,10/19/2024 14:17,24.450000762939453,1014.487578,100
2024-10-19T06:32:57Z_2hq3byfebne,2hq3byfebne,10/19/2024 6:32,10/19/2024 14:32,24.280000686645508,1014.447109,100
2024-10-19T06:48:26Z_2hq3byfebne,2hq3byfebne,10/19/2024 6:48,10/19/2024 14:48,23.93000030517578,1014.268281,100
