"SID","DeviceID","ObservationTimestamp","LocalTimestamp","AirTemperature","BarometricPressure","RelativeHumidity","Hour","PredictedTemperature","Residuals"
"2024-11-14T20:52:47Z_18zua9muwbb","18zua9muwbb","11/14/2024 20:52",2024-11-15 04:52:00,17.6,1012.43,100,4,18.3653262125188,-0.76532621251884
"2024-11-14T21:08:09Z_18zua9muwbb","18zua9muwbb","11/14/2024 21:08",2024-11-15 05:08:00,17.4,1012.51,100,5,18.3308127043403,-0.930812704340322
"2024-11-14T21:23:32Z_18zua9muwbb","18zua9muwbb","11/14/2024 21:23",2024-11-15 05:23:00,17.38,1012.46,100,5,18.3523836469519,-0.972383646951883
"2024-11-14T21:39:10Z_18zua9muwbb","18zua9muwbb","11/14/2024 21:39",2024-11-15 05:39:00,17.42,1012.74,100,5,18.2315863683271,-0.811586368327117
"2024-11-14T21:54:42Z_18zua9muwbb","18zua9muwbb","11/14/2024 21:54",2024-11-15 05:54:00,17.45,1012.9,100,5,18.1625593519701,-0.712559351970135
"2024-11-14T22:10:04Z_18zua9muwbb","18zua9muwbb","11/14/2024 22:10",2024-11-15 06:10:00,17.59,1012.87,99.29,6,18.2736551300639,-0.683655130063912
"2024-11-14T22:25:31Z_18zua9muwbb","18zua9muwbb","11/14/2024 22:25",2024-11-15 06:25:00,17.67,1013.34,97.98,6,18.2519878588254,-0.58198785882535
"2024-11-14T22:41:21Z_18zua9muwbb","18zua9muwbb","11/14/2024 22:41",2024-11-15 06:41:00,17.87,1013.32,94.9,6,18.6864076366908,-0.816407636690759
"2024-11-14T22:56:43Z_18zua9muwbb","18zua9muwbb","11/14/2024 22:56",2024-11-15 06:56:00,17.95,1013.56,93.79,6,18.7363179092043,-0.786317909204314
"2024-11-14T23:12:15Z_18zua9muwbb","18zua9muwbb","11/14/2024 23:12",2024-11-15 07:12:00,18.06,1013.79,92.26,7,18.8486048339885,-0.788604833988462
"2024-11-14T23:27:38Z_18zua9muwbb","18zua9muwbb","11/14/2024 23:27",2024-11-15 07:27:00,18.23,1014.09,91.75,7,18.7896835985848,-0.559683598584822
"2024-11-14T23:43:00Z_18zua9muwbb","18zua9muwbb","11/14/2024 23:43",2024-11-15 07:43:00,18.55,1014.02,89.41,7,19.1433737876958,-0.593373787695807
"2024-11-14T23:58:33Z_18zua9muwbb","18zua9muwbb","11/14/2024 23:58",2024-11-15 07:58:00,18.8,1014.18,87.49,7,19.3397751770453,-0.5397751770453
"2024-11-15T00:14:05Z_18zua9muwbb","18zua9muwbb","11/15/2024 0:14",2024-11-15 08:14:00,19.15,1014.36,83.17,8,19.8593336964832,-0.709333696483174
"2024-11-15T00:29:28Z_18zua9muwbb","18zua9muwbb","11/15/2024 0:29",2024-11-15 08:29:00,19.56,1014.08,81.41,8,20.2234403470055,-0.663440347005544
"2024-11-15T00:44:50Z_18zua9muwbb","18zua9muwbb","11/15/2024 0:44",2024-11-15 08:44:00,20.29,1014.14,78.24,8,20.63578857321,-0.34578857320998
"2024-11-15T01:00:38Z_18zua9muwbb","18zua9muwbb","11/15/2024 1:00",2024-11-15 09:00:00,20.96,1014.2,73.34,9,21.2872988524729,-0.32729885247285
"2024-11-15T01:16:10Z_18zua9muwbb","18zua9muwbb","11/15/2024 1:16",2024-11-15 09:16:00,21.59,1014.06,70.06,9,21.8011376848672,-0.211137684867186
"2024-11-15T01:31:42Z_18zua9muwbb","18zua9muwbb","11/15/2024 1:31",2024-11-15 09:31:00,21.9,1014.05,65.62,9,22.4192550615857,-0.519255061585717
"2024-11-15T01:47:33Z_18zua9muwbb","18zua9muwbb","11/15/2024 1:47",2024-11-15 09:47:00,22.18,1014.09,62.84,9,22.7863165199256,-0.606316519925567
"2024-11-15T02:02:59Z_18zua9muwbb","18zua9muwbb","11/15/2024 2:02",2024-11-15 10:02:00,22.53,1014.25,58.56,10,23.3089736579559,-0.778973657955937
"2024-11-15T02:18:37Z_18zua9muwbb","18zua9muwbb","11/15/2024 2:18",2024-11-15 10:18:00,22.93,1013.96,56.89,10,23.6649525404831,-0.734952540483114
"2024-11-15T02:29:21Z_18zua9muwbb","18zua9muwbb","11/15/2024 2:29",2024-11-15 10:29:00,23.39,1013.97,54.79,10,23.9509506707023,-0.560950670702269
"2024-11-15T02:44:43Z_18zua9muwbb","18zua9muwbb","11/15/2024 2:44",2024-11-15 10:44:00,23.5,1014.14,55.33,10,23.802957726718,-0.302957726717985
"2024-11-15T03:00:06Z_18zua9muwbb","18zua9muwbb","11/15/2024 3:00",2024-11-15 11:00:00,23.73,1014.02,55.15,11,23.8796119020207,-0.149611902020748
"2024-11-15T03:31:21Z_18zua9muwbb","18zua9muwbb","11/15/2024 3:31",2024-11-15 11:31:00,24.43,1013.78,50.29,11,24.6550180785008,-0.225018078500767
"2024-11-15T03:46:46Z_18zua9muwbb","18zua9muwbb","11/15/2024 3:46",2024-11-15 11:46:00,25,1013.58,49.44,11,24.8588092160566,0.141190783943351
"2024-11-15T04:02:09Z_18zua9muwbb","18zua9muwbb","11/15/2024 4:02",2024-11-15 12:02:00,25.32,1013.69,54.28,12,24.1422523695928,1.17774763040718
"2024-11-15T04:17:42Z_18zua9muwbb","18zua9muwbb","11/15/2024 4:17",2024-11-15 12:17:00,25.07,1013.77,48.81,12,24.8639333297552,0.206066670244798
"2024-11-15T04:33:16Z_18zua9muwbb","18zua9muwbb","11/15/2024 4:33",2024-11-15 12:33:00,25.25,1013.65,48.45,12,24.9654714180929,0.284528581907111
"2024-11-15T04:48:55Z_18zua9muwbb","18zua9muwbb","11/15/2024 4:48",2024-11-15 12:48:00,25.1,1013.54,47.78,12,25.105550945913,-0.00555094591302208
"2024-11-15T05:19:58Z_18zua9muwbb","18zua9muwbb","11/15/2024 5:19",2024-11-15 13:19:00,24.8,1013.33,48,13,25.1657352333944,-0.365735233394368
"2024-11-15T05:35:19Z_18zua9muwbb","18zua9muwbb","11/15/2024 5:35",2024-11-15 13:35:00,24.44,1013.47,47.98,13,25.1081014733081,-0.668101473308095
"2024-11-15T05:50:41Z_18zua9muwbb","18zua9muwbb","11/15/2024 5:50",2024-11-15 13:50:00,24.15,1013.28,50.16,13,24.8886992195861,-0.738699219586145
"2024-11-15T06:06:14Z_18zua9muwbb","18zua9muwbb","11/15/2024 6:06",2024-11-15 14:06:00,24.01,1013.42,48.84,14,25.010782609197,-1.00078260919696
"2024-11-15T06:21:36Z_18zua9muwbb","18zua9muwbb","11/15/2024 6:21",2024-11-15 14:21:00,23.85,1013.4,49.84,14,24.8811670249362,-1.03116702493616
"2024-11-15T06:37:21Z_18zua9muwbb","18zua9muwbb","11/15/2024 6:37",2024-11-15 14:37:00,23.71,1013.24,50.88,14,24.8064203215355,-1.09642032153548
"2024-11-15T06:52:46Z_18zua9muwbb","18zua9muwbb","11/15/2024 6:52",2024-11-15 14:52:00,23.68,1013.15,49.47,14,25.040172003677,-1.36017200367699
"2024-11-15T07:08:17Z_18zua9muwbb","18zua9muwbb","11/15/2024 7:08",2024-11-15 15:08:00,23.7,1013.16,50.11,15,24.9473816799192,-1.2473816799192
"2024-11-15T07:23:39Z_18zua9muwbb","18zua9muwbb","11/15/2024 7:23",2024-11-15 15:23:00,23.93,1012.96,51.22,15,24.8802146533164,-0.950214653316383
"2024-11-15T07:39:21Z_18zua9muwbb","18zua9muwbb","11/15/2024 7:39",2024-11-15 15:39:00,24.32,1012.97,53.69,15,24.5344378803696,-0.214437880369605
"2024-11-15T08:26:23Z_18zua9muwbb","18zua9muwbb","11/15/2024 8:26",2024-11-15 16:26:00,24.37,1012.98,46.02,16,25.5904548750602,-1.22045487506015
"2024-11-15T08:41:49Z_18zua9muwbb","18zua9muwbb","11/15/2024 8:41",2024-11-15 16:41:00,24.48,1012.83,47.1,16,25.5058642246849,-1.02586422468494
"2024-11-15T09:28:46Z_18zua9muwbb","18zua9muwbb","11/15/2024 9:28",2024-11-15 17:28:00,24.39,1013.3,52.88,17,24.5040472677907,-0.114047267790699
"2024-11-15T09:59:49Z_18zua9muwbb","18zua9muwbb","11/15/2024 9:59",2024-11-15 17:59:00,23.31,1013.55,56.09,17,23.9524294389424,-0.642429438942383
"2024-11-15T10:15:27Z_18zua9muwbb","18zua9muwbb","11/15/2024 10:15",2024-11-15 18:15:00,22.67,1013.77,55.73,18,23.9072851175214,-1.23728511752144
"2024-11-15T10:31:04Z_18zua9muwbb","18zua9muwbb","11/15/2024 10:31",2024-11-15 18:31:00,22.19,1014.03,56.85,18,23.6402829792792,-1.45028297927917
"2024-11-15T10:46:25Z_18zua9muwbb","18zua9muwbb","11/15/2024 10:46",2024-11-15 18:46:00,21.68,1014.15,57.42,18,23.5097136590673,-1.82971365906728
"2024-11-15T11:01:56Z_18zua9muwbb","18zua9muwbb","11/15/2024 11:01",2024-11-15 19:01:00,21.37,1014.36,56.01,19,23.6140396855394,-2.24403968553937
"2024-11-15T11:17:19Z_18zua9muwbb","18zua9muwbb","11/15/2024 11:17",2024-11-15 19:17:00,21.03,1014.42,56.23,19,23.5577408829184,-2.52774088291837
"2024-11-15T11:32:50Z_18zua9muwbb","18zua9muwbb","11/15/2024 11:32",2024-11-15 19:32:00,20.63,1014.52,56.61,19,23.4620662923991,-2.83206629239912
"2024-11-15T11:48:16Z_18zua9muwbb","18zua9muwbb","11/15/2024 11:48",2024-11-15 19:48:00,20.34,1014.64,56.62,19,23.4089135905183,-3.06891359051828
"2024-11-15T12:03:38Z_18zua9muwbb","18zua9muwbb","11/15/2024 12:03",2024-11-15 20:03:00,20.03,1014.85,55.73,20,23.4413527571116,-3.41135275711159
"2024-11-15T12:19:04Z_18zua9muwbb","18zua9muwbb","11/15/2024 12:19",2024-11-15 20:19:00,19.85,1014.98,55.27,20,23.448860528522,-3.59886052852202
"2024-11-15T12:34:48Z_18zua9muwbb","18zua9muwbb","11/15/2024 12:34",2024-11-15 20:34:00,19.72,1015.12,53.75,20,23.5985927103939,-3.87859271039393
"2024-11-15T12:50:27Z_18zua9muwbb","18zua9muwbb","11/15/2024 12:50",2024-11-15 20:50:00,19.48,1015.25,54.88,20,23.3862925833287,-3.90629258332869
"2024-11-15T13:05:49Z_18zua9muwbb","18zua9muwbb","11/15/2024 13:05",2024-11-15 21:05:00,19.25,1015.48,55.08,21,23.2594174550544,-4.00941745505439
"2024-11-15T13:21:33Z_18zua9muwbb","18zua9muwbb","11/15/2024 13:21",2024-11-15 21:21:00,19.03,1015.17,55.06,21,23.3959221784722,-4.36592217847222
"2024-11-15T13:36:55Z_18zua9muwbb","18zua9muwbb","11/15/2024 13:36",2024-11-15 21:36:00,18.77,1015.23,54.93,21,23.388008762308,-4.61800876230802
"2024-11-15T13:52:23Z_18zua9muwbb","18zua9muwbb","11/15/2024 13:52",2024-11-15 21:52:00,18.54,1015.71,56.77,21,22.926558824435,-4.38655882443497
"2024-11-15T14:23:56Z_18zua9muwbb","18zua9muwbb","11/15/2024 14:23",2024-11-15 22:23:00,18.12,1015.56,57.83,22,22.8447330532859,-4.72473305328592
"2024-11-15T14:39:28Z_18zua9muwbb","18zua9muwbb","11/15/2024 14:39",2024-11-15 22:39:00,17.85,1015.57,58.23,22,22.7851212802414,-4.93512128024138
"2024-11-15T14:54:54Z_18zua9muwbb","18zua9muwbb","11/15/2024 14:54",2024-11-15 22:54:00,17.64,1015.49,59.1,22,22.6993625420842,-5.05936254208415
"2024-11-15T15:10:16Z_18zua9muwbb","18zua9muwbb","11/15/2024 15:10",2024-11-15 23:10:00,17.48,1015.47,59.35,23,22.6734299288024,-5.19342992880239
"2024-11-15T15:25:47Z_18zua9muwbb","18zua9muwbb","11/15/2024 15:25",2024-11-15 23:25:00,17.23,1015.7,60.13,23,22.4663733029709,-5.23637330297093
"2024-11-15T15:41:18Z_18zua9muwbb","18zua9muwbb","11/15/2024 15:41",2024-11-15 23:41:00,17.09,1015.87,60.75,23,22.3073208420822,-5.21732084208221
"2024-11-15T15:56:41Z_18zua9muwbb","18zua9muwbb","11/15/2024 15:56",2024-11-15 23:56:00,16.88,1015.93,61.24,23,22.2136961699087,-5.33369616990867
"2024-11-15T16:12:25Z_18zua9muwbb","18zua9muwbb","11/15/2024 16:12",2024-11-16 00:12:00,16.75,1015.93,61.8,0,22.1362795515776,-5.38627955157762
"2024-11-15T16:28:03Z_18zua9muwbb","18zua9muwbb","11/15/2024 16:28",2024-11-16 00:28:00,16.61,1016.09,59.33,0,22.4087151196451,-5.79871511964506
"2024-11-15T16:43:39Z_18zua9muwbb","18zua9muwbb","11/15/2024 16:43",2024-11-16 00:43:00,16.45,1016.33,59.79,0,22.241582372909,-5.79158237290904
"2024-11-15T16:59:10Z_18zua9muwbb","18zua9muwbb","11/15/2024 16:59",2024-11-16 00:59:00,16.28,1016.49,60.04,0,22.1379943662257,-5.85799436622569
"2024-11-15T17:14:33Z_18zua9muwbb","18zua9muwbb","11/15/2024 17:14",2024-11-16 01:14:00,16,1016.41,61.1,1,22.0259692754204,-6.02596927542043
"2024-11-15T17:30:12Z_18zua9muwbb","18zua9muwbb","11/15/2024 17:30",2024-11-16 01:30:00,15.64,1016.56,60.96,1,21.9806106021685,-6.34061060216851
"2024-11-15T17:45:50Z_18zua9muwbb","18zua9muwbb","11/15/2024 17:45",2024-11-16 01:45:00,15.48,1016.67,60.95,1,21.9345369680361,-6.45453696803608
"2024-11-15T18:01:15Z_18zua9muwbb","18zua9muwbb","11/15/2024 18:01",2024-11-16 02:01:00,15.03,1016.55,61.62,2,21.8936837762292,-6.86368377622921
"2024-11-15T18:16:37Z_18zua9muwbb","18zua9muwbb","11/15/2024 18:16",2024-11-16 02:16:00,14.81,1016.8,62.05,2,21.72638415981,-6.91638415981
"2024-11-15T18:32:09Z_18zua9muwbb","18zua9muwbb","11/15/2024 18:32",2024-11-16 02:32:00,14.57,1016.72,59.68,2,22.0885358562825,-7.51853585628245
"2024-11-15T18:47:31Z_18zua9muwbb","18zua9muwbb","11/15/2024 18:47",2024-11-16 02:47:00,14.07,1016.94,59.37,2,22.0364793367962,-7.96647933679619
"2024-11-15T19:03:08Z_18zua9muwbb","18zua9muwbb","11/15/2024 19:03",2024-11-16 03:03:00,13.81,1017.19,60.64,3,21.7530547928805,-7.94305479288045
"2024-11-15T19:18:39Z_18zua9muwbb","18zua9muwbb","11/15/2024 19:18",2024-11-16 03:18:00,13.39,1017.38,58.77,3,21.9296014185977,-8.53960141859771
"2024-11-15T19:34:05Z_18zua9muwbb","18zua9muwbb","11/15/2024 19:34",2024-11-16 03:34:00,13.31,1017.69,58.95,3,21.770977661371,-8.46097766137101
"2024-11-15T19:49:26Z_18zua9muwbb","18zua9muwbb","11/15/2024 19:49",2024-11-16 03:49:00,13.05,1017.91,57.78,3,21.8378109486075,-8.78781094860755
"2024-11-15T20:04:49Z_18zua9muwbb","18zua9muwbb","11/15/2024 20:04",2024-11-16 04:04:00,12.73,1018.17,59.06,4,21.5486897765564,-8.8186897765564
"2024-11-15T20:20:11Z_18zua9muwbb","18zua9muwbb","11/15/2024 20:20",2024-11-16 04:20:00,12.56,1018.49,59.83,4,21.3041878936372,-8.74418789363718
"2024-11-15T20:35:42Z_18zua9muwbb","18zua9muwbb","11/15/2024 20:35",2024-11-16 04:35:00,12.34,1018.76,59.88,4,21.1807926054694,-8.84079260546944
"2024-11-15T20:51:05Z_18zua9muwbb","18zua9muwbb","11/15/2024 20:51",2024-11-16 04:51:00,12.14,1018.96,59.71,4,21.1180103084451,-8.97801030844507
"2024-11-15T21:06:42Z_18zua9muwbb","18zua9muwbb","11/15/2024 21:06",2024-11-16 05:06:00,12.03,1019.06,59.29,5,21.1329308869703,-9.10293088697029
"2024-11-15T21:22:05Z_18zua9muwbb","18zua9muwbb","11/15/2024 21:22",2024-11-16 05:22:00,11.89,1019.21,59.77,5,21.0018609577089,-9.11186095770893
"2024-11-15T21:37:28Z_18zua9muwbb","18zua9muwbb","11/15/2024 21:37",2024-11-16 05:37:00,11.8,1019.35,59.54,5,20.9732584294968,-9.17325842949681
"2024-11-15T21:52:50Z_18zua9muwbb","18zua9muwbb","11/15/2024 21:52",2024-11-16 05:52:00,11.89,1019.61,59.38,5,20.8832085617255,-8.99320856172552
"2024-11-15T22:08:34Z_18zua9muwbb","18zua9muwbb","11/15/2024 22:08",2024-11-16 06:08:00,11.93,1019.69,60.24,6,20.7298052468243,-8.79980524682431
"2024-11-15T22:24:00Z_18zua9muwbb","18zua9muwbb","11/15/2024 22:24",2024-11-16 06:24:00,12.05,1020.04,59.72,6,20.6506955084222,-8.60069550842222
"2024-11-15T22:39:23Z_18zua9muwbb","18zua9muwbb","11/15/2024 22:39",2024-11-16 06:39:00,12.05,1020.23,59.49,6,20.6005220375985,-8.55052203759853
"2024-11-15T22:54:45Z_18zua9muwbb","18zua9muwbb","11/15/2024 22:54",2024-11-16 06:54:00,12.26,1020.17,59.8,6,20.5835515407277,-8.3235515407277
"2024-11-15T23:10:10Z_18zua9muwbb","18zua9muwbb","11/15/2024 23:10",2024-11-16 07:10:00,12.4,1020.45,57.74,7,20.7475368223922,-8.34753682239218
"2024-11-15T23:25:47Z_18zua9muwbb","18zua9muwbb","11/15/2024 23:25",2024-11-16 07:25:00,12.81,1020.67,55.9,7,20.9069935637033,-8.09699356370332
"2024-11-15T23:41:10Z_18zua9muwbb","18zua9muwbb","11/15/2024 23:41",2024-11-16 07:41:00,13.26,1020.72,54.6,7,21.0651397707888,-7.80513977078885
"2024-11-15T23:56:32Z_18zua9muwbb","18zua9muwbb","11/15/2024 23:56",2024-11-16 07:56:00,13.76,1020.79,54.22,7,21.0874731564288,-7.32747315642876
"2024-11-16T00:11:55Z_18zua9muwbb","18zua9muwbb","11/16/2024 0:11",2024-11-16 08:11:00,14.21,1020.69,52.57,8,21.3587175778058,-7.14871757780583
"2024-11-16T00:27:20Z_18zua9muwbb","18zua9muwbb","11/16/2024 0:27",2024-11-16 08:27:00,14.56,1020.49,50.8,8,21.6896931597628,-7.12969315976279
"2024-11-16T00:42:42Z_18zua9muwbb","18zua9muwbb","11/16/2024 0:42",2024-11-16 08:42:00,15,1020.09,50.46,8,21.9092636474992,-6.90926364749918
"2024-11-16T00:58:04Z_18zua9muwbb","18zua9muwbb","11/16/2024 0:58",2024-11-16 08:58:00,15.64,1020.01,49.55,8,22.0695791604657,-6.42957916046567
"2024-11-16T01:13:26Z_18zua9muwbb","18zua9muwbb","11/16/2024 1:13",2024-11-16 09:13:00,16.23,1020,46.46,9,22.5010671894218,-6.27106718942183
"2024-11-16T01:28:58Z_18zua9muwbb","18zua9muwbb","11/16/2024 1:28",2024-11-16 09:28:00,16.79,1019.77,46.47,9,22.598911085822,-5.80891108582198
"2024-11-16T01:44:30Z_18zua9muwbb","18zua9muwbb","11/16/2024 1:44",2024-11-16 09:44:00,17.03,1019.76,45.1,9,22.7926195013328,-5.76261950133275
"2024-11-16T02:00:09Z_18zua9muwbb","18zua9muwbb","11/16/2024 2:00",2024-11-16 10:00:00,17.2,1019.72,44.77,10,22.8554967626528,-5.65549676265282
"2024-11-16T02:15:47Z_18zua9muwbb","18zua9muwbb","11/16/2024 2:15",2024-11-16 10:15:00,17.62,1019.31,42.32,10,23.371076197266,-5.75107619726603
"2024-11-16T02:29:26Z_18zua9muwbb","18zua9muwbb","11/16/2024 2:29",2024-11-16 10:29:00,17.93,1019.26,40.57,10,23.6345740721621,-5.70457407216214
"2024-11-16T02:45:05Z_18zua9muwbb","18zua9muwbb","11/16/2024 2:45",2024-11-16 10:45:00,18.39,1019.07,39.79,10,23.8243739439043,-5.43437394390434
"2024-11-16T03:00:28Z_18zua9muwbb","18zua9muwbb","11/16/2024 3:00",2024-11-16 11:00:00,18.73,1018.72,39.94,11,23.9546339479895,-5.2246339479895
"2024-11-16T03:15:53Z_18zua9muwbb","18zua9muwbb","11/16/2024 3:15",2024-11-16 11:15:00,19.21,1018.51,38.64,11,24.2249490566552,-5.0149490566552
"2024-11-16T03:31:16Z_18zua9muwbb","18zua9muwbb","11/16/2024 3:31",2024-11-16 11:31:00,19.37,1018.18,37.04,11,24.5885076159803,-5.21850761598025
"2024-11-16T03:46:38Z_18zua9muwbb","18zua9muwbb","11/16/2024 3:46",2024-11-16 11:46:00,19.87,1017.97,36.55,11,24.7468451159885,-4.87684511598847
"2024-11-16T04:02:00Z_18zua9muwbb","18zua9muwbb","11/16/2024 4:02",2024-11-16 12:02:00,20.42,1017.78,34.41,12,25.1246567751061,-4.70465677510614
"2024-11-16T04:33:02Z_18zua9muwbb","18zua9muwbb","11/16/2024 4:33",2024-11-16 12:33:00,20.92,1017.55,35.47,12,25.0773445121356,-4.15734451213557
"2024-11-16T04:48:40Z_18zua9muwbb","18zua9muwbb","11/16/2024 4:48",2024-11-16 12:48:00,20.98,1017.35,34.32,12,25.3226088380831,-4.34260883808308
"2024-11-16T05:04:02Z_18zua9muwbb","18zua9muwbb","11/16/2024 5:04",2024-11-16 13:04:00,21.14,1017.05,34.61,13,25.4119437449739,-4.27194374497392
"2024-11-16T05:19:24Z_18zua9muwbb","18zua9muwbb","11/16/2024 5:19",2024-11-16 13:19:00,21.54,1016.85,33.38,13,25.6682675878259,-4.12826758782588
"2024-11-16T05:34:46Z_18zua9muwbb","18zua9muwbb","11/16/2024 5:34",2024-11-16 13:34:00,21.75,1016.72,42.59,13,24.4511251549927,-2.70112515499271
"2024-11-16T05:50:09Z_18zua9muwbb","18zua9muwbb","11/16/2024 5:50",2024-11-16 13:50:00,21.67,1016.36,43.5,13,24.480633937008,-2.81063393700802
"2024-11-16T06:05:33Z_18zua9muwbb","18zua9muwbb","11/16/2024 6:05",2024-11-16 14:05:00,21.77,1016.24,44.43,14,24.4038373152617,-2.63383731526168
"2024-11-16T06:20:57Z_18zua9muwbb","18zua9muwbb","11/16/2024 6:20",2024-11-16 14:20:00,21.93,1016.32,44.75,14,24.3250857394654,-2.39508573946541
"2024-11-16T06:36:36Z_18zua9muwbb","18zua9muwbb","11/16/2024 6:36",2024-11-16 14:36:00,22.04,1016.15,45.27,14,24.3265400844659,-2.28654008446591
"2024-11-16T06:52:20Z_18zua9muwbb","18zua9muwbb","11/16/2024 6:52",2024-11-16 14:52:00,21.98,1016.05,46.36,14,24.2189960518661,-2.23899605186614
"2024-11-16T07:07:43Z_18zua9muwbb","18zua9muwbb","11/16/2024 7:07",2024-11-16 15:07:00,22.21,1015.99,46.42,15,24.2365865453217,-2.02658654532168
"2024-11-16T07:23:27Z_18zua9muwbb","18zua9muwbb","11/16/2024 7:23",2024-11-16 15:23:00,22.84,1015.85,44.68,15,24.5375296773056,-1.69752967730555
"2024-11-16T07:39:01Z_18zua9muwbb","18zua9muwbb","11/16/2024 7:39",2024-11-16 15:39:00,23.36,1015.79,43.2,15,24.7680158711715,-1.40801587117149
"2024-11-16T07:54:39Z_18zua9muwbb","18zua9muwbb","11/16/2024 7:54",2024-11-16 15:54:00,23.47,1015.86,42.67,15,24.8110858510072,-1.34108585100716
"2024-11-16T08:10:10Z_18zua9muwbb","18zua9muwbb","11/16/2024 8:10",2024-11-16 16:10:00,24.07,1015.74,41.24,16,25.0605449779417,-0.990544977941745
"2024-11-16T08:25:33Z_18zua9muwbb","18zua9muwbb","11/16/2024 8:25",2024-11-16 16:25:00,23.62,1015.81,43.16,16,24.7649172525791,-1.14491725257911
"2024-11-16T08:40:58Z_18zua9muwbb","18zua9muwbb","11/16/2024 8:40",2024-11-16 16:40:00,23.98,1015.69,42.4,16,24.921752925439,-0.941752925438976
"2024-11-16T08:56:20Z_18zua9muwbb","18zua9muwbb","11/16/2024 8:56",2024-11-16 16:56:00,24.04,1015.75,42.84,16,24.8350404513307,-0.795040451330713
"2024-11-16T09:11:42Z_18zua9muwbb","18zua9muwbb","11/16/2024 9:11",2024-11-16 17:11:00,23.56,1015.71,43.5,17,24.7610561909584,-1.20105619095838
"2024-11-16T09:27:14Z_18zua9muwbb","18zua9muwbb","11/16/2024 9:27",2024-11-16 17:27:00,22.95,1015.65,44.24,17,24.6846407907262,-1.7346407907262
"2024-11-16T09:42:39Z_18zua9muwbb","18zua9muwbb","11/16/2024 9:42",2024-11-16 17:42:00,22.35,1015.7,44.83,17,24.5815059109444,-2.23150591094442
"2024-11-16T10:13:44Z_18zua9muwbb","18zua9muwbb","11/16/2024 10:13",2024-11-16 18:13:00,22.02,1015.75,44.75,18,24.5709944852373,-2.55099448523729
"2024-11-16T10:29:07Z_18zua9muwbb","18zua9muwbb","11/16/2024 10:29",2024-11-16 18:29:00,21.72,1015.89,45.3,18,24.4345616672069,-2.71456166720691
"2024-11-16T10:44:42Z_18zua9muwbb","18zua9muwbb","11/16/2024 10:44",2024-11-16 18:44:00,21.26,1015.83,45.04,18,24.4963902282802,-3.23639022828019
"2024-11-16T11:00:22Z_18zua9muwbb","18zua9muwbb","11/16/2024 11:00",2024-11-16 19:00:00,20.73,1015.98,46.17,19,24.2754617241703,-3.54546172417034
"2024-11-16T11:15:45Z_18zua9muwbb","18zua9muwbb","11/16/2024 11:15",2024-11-16 19:15:00,20.28,1016.04,48.37,19,23.9454398781645,-3.66543987816448
"2024-11-16T11:31:07Z_18zua9muwbb","18zua9muwbb","11/16/2024 11:31",2024-11-16 19:31:00,19.92,1016.22,49.9,19,23.6562712239654,-3.73627122396543
"2024-11-16T11:46:29Z_18zua9muwbb","18zua9muwbb","11/16/2024 11:46",2024-11-16 19:46:00,19.65,1016.31,50.97,19,23.4695224886678,-3.81952248866783
"2024-11-16T12:02:05Z_18zua9muwbb","18zua9muwbb","11/16/2024 12:02",2024-11-16 20:02:00,19.44,1016.42,50.98,20,23.4206839753094,-3.98068397530935
"2024-11-16T12:17:27Z_18zua9muwbb","18zua9muwbb","11/16/2024 12:17",2024-11-16 20:17:00,19.22,1016.57,50.36,20,23.441682403484,-4.221682403484
"2024-11-16T12:32:49Z_18zua9muwbb","18zua9muwbb","11/16/2024 12:32",2024-11-16 20:32:00,19.04,1016.72,50.39,20,23.3728222568101,-4.33282225681015
"2024-11-16T12:48:20Z_18zua9muwbb","18zua9muwbb","11/16/2024 12:48",2024-11-16 20:48:00,18.89,1016.89,49.76,20,23.3865747475532,-4.49657474755324
"2024-11-16T13:19:46Z_18zua9muwbb","18zua9muwbb","11/16/2024 13:19",2024-11-16 21:19:00,18.56,1017.06,49.13,21,23.4003272382964,-4.8403272382964
"2024-11-16T13:35:11Z_18zua9muwbb","18zua9muwbb","11/16/2024 13:35",2024-11-16 21:35:00,18.37,1017.12,49.05,21,23.3855016240669,-5.01550162406691
"2024-11-16T13:50:33Z_18zua9muwbb","18zua9muwbb","11/16/2024 13:50",2024-11-16 21:50:00,18.26,1017.26,49.54,21,23.2573634437149,-4.99736344371486
"2024-11-16T14:05:55Z_18zua9muwbb","18zua9muwbb","11/16/2024 14:05",2024-11-16 22:05:00,18.11,1017.5,47.88,22,23.3833078949464,-5.27330789494641
"2024-11-16T14:21:20Z_18zua9muwbb","18zua9muwbb","11/16/2024 14:21",2024-11-16 22:21:00,17.78,1017.52,46.22,22,23.6041644936688,-5.82416449366881
"2024-11-16T14:36:53Z_18zua9muwbb","18zua9muwbb","11/16/2024 14:36",2024-11-16 22:36:00,17.65,1017.79,45.47,22,23.5913643745455,-5.9413643745455
"2024-11-16T14:52:42Z_18zua9muwbb","18zua9muwbb","11/16/2024 14:52",2024-11-16 22:52:00,17.51,1018,45.96,22,23.4330268745372,-5.92302687453722
"2024-11-16T15:08:16Z_18zua9muwbb","18zua9muwbb","11/16/2024 15:08",2024-11-16 23:08:00,17.31,1018.24,46.84,23,23.2078316640529,-5.89783166405286
"2024-11-16T15:23:39Z_18zua9muwbb","18zua9muwbb","11/16/2024 15:23",2024-11-16 23:23:00,17.03,1018.27,46.83,23,23.196271538099,-6.16627153809901
